Date,Open,High,Low,Close,Adj Close,Volume
2016-09-01,176.0,176.0,173.0,174.0,168.3871,22692000
2016-09-02,176.5,176.5,174.0,174.0,168.3871,16999000
2016-09-05,176.5,177.5,176.5,177.0,171.290329,22381000
2016-09-06,177.0,179.0,176.5,178.0,172.258072,26024000
2016-09-07,180.5,185.0,180.0,185.0,179.03225700000002,49761000
2016-09-08,182.5,184.5,182.5,183.0,177.096786,30204000
2016-09-09,181.0,181.0,179.5,180.5,174.67742900000002,29793000
2016-09-12,177.5,177.5,174.0,175.5,169.83871499999998,43036000
2016-09-13,176.5,176.5,173.5,175.5,169.83871499999998,36834000
2016-09-14,174.0,176.0,173.5,174.0,168.3871,52877000
2016-09-19,179.5,183.0,178.5,183.0,177.096786,57055000
2016-09-20,182.0,183.5,181.5,183.5,177.580658,23641000
2016-09-21,181.0,184.0,180.5,184.0,178.064514,25008000
2016-09-22,185.0,185.5,183.5,185.0,179.03225700000002,20980000
2016-09-23,185.0,187.5,184.5,187.0,180.96774299999998,23213000
2016-09-26,183.5,185.0,183.0,183.5,177.580658,24225000
2016-09-27,183.5,183.5,183.5,183.5,177.580658,0
2016-09-28,183.5,183.5,183.5,183.5,177.580658,0
2016-09-29,185.5,187.5,185.5,187.0,180.96774299999998,54272000
2016-09-30,185.5,186.5,182.5,184.0,178.064514,42592000
2016-10-03,186.0,186.5,184.5,186.0,180.0,17742000
2016-10-04,185.0,187.0,185.0,187.0,180.96774299999998,16859000
2016-10-05,186.0,186.0,184.5,186.0,180.0,19148000
2016-10-06,185.0,187.5,185.0,187.5,181.45161399999998,15524000
2016-10-07,188.0,188.0,186.0,188.0,181.935486,15380000
2016-10-11,191.0,191.0,186.0,187.5,181.45161399999998,30294000
2016-10-12,186.5,190.0,186.0,189.5,183.3871,22604000
2016-10-13,190.5,191.0,187.0,188.5,182.41935700000002,37642000
2016-10-14,187.0,189.0,186.5,188.0,181.935486,33248000
2016-10-17,186.5,187.5,185.0,186.5,180.483871,37340000
2016-10-18,186.5,187.0,185.5,187.0,180.96774299999998,38150000
2016-10-19,187.5,189.5,187.5,189.5,183.3871,33272000
2016-10-20,189.5,190.5,189.0,190.5,184.354843,13226000
2016-10-21,191.0,192.0,188.5,188.5,182.41935700000002,21936000
