Date,Open,High,Low,Close,Adj Close,Volume
2016-10-24,191.0,191.0,189.5,191.0,184.83871499999998,13459000
2016-10-25,192.0,193.0,191.0,193.0,186.7742,18878000
2016-10-26,190.5,192.5,190.5,191.5,185.322586,21043000
2016-10-27,191.5,191.5,188.5,188.5,182.41935700000002,26231000
2016-10-28,189.5,190.0,188.5,189.5,183.3871,24348000
2016-10-31,189.0,190.5,186.5,188.5,182.41935700000002,25330000
2016-11-01,188.5,189.5,187.5,189.5,183.3871,14290000
2016-11-02,187.5,188.0,186.0,186.0,180.0,16488000
2016-11-03,185.5,186.5,184.5,184.5,178.54838600000002,25038000
2016-11-04,184.5,186.0,184.0,184.5,178.54838600000002,14860000
2016-11-07,186.5,189.0,186.0,189.0,182.903229,21332000
2016-11-08,190.0,190.0,188.0,188.5,182.41935700000002,15437000
2016-11-09,190.0,190.5,182.0,182.0,176.129044,55541000
2016-11-10,187.0,188.0,185.5,185.5,179.516129,38234000
2016-11-11,181.5,183.0,181.0,181.5,175.645172,67603000
2016-11-14,181.0,182.0,180.0,180.5,174.67742900000002,47989000
2016-11-15,179.5,182.0,179.0,180.0,174.193558,33505000
2016-11-16,180.5,183.0,180.0,180.0,174.193558,34833000
2016-11-17,182.0,182.5,180.5,181.5,175.645172,22434000
2016-11-18,181.5,181.5,180.0,181.0,175.161301,22474000
2016-11-21,180.5,181.5,180.0,181.0,175.161301,15600000
2016-11-22,182.0,185.0,181.5,184.0,178.064514,27599000
2016-11-23,184.5,186.5,184.0,185.5,179.516129,22128000
2016-11-24,184.0,185.0,183.0,183.0,177.096786,14980000
2016-11-25,182.5,183.5,182.0,182.0,176.129044,10116000
2016-11-28,181.5,184.0,181.5,184.0,178.064514,19096000
2016-11-29,183.5,185.0,182.0,182.0,176.129044,24408000
2016-11-30,181.5,183.0,181.5,183.0,177.096786,39671000
2016-12-01,182.0,183.0,181.5,183.0,177.096786,13908000
2016-12-02,179.0,179.5,178.0,178.0,172.258072,53836000
2016-12-05,178.0,180.0,178.0,179.0,173.22581499999998,29191000
2016-12-06,181.0,183.0,180.5,182.0,176.129044,27309000
2016-12-07,183.0,183.5,181.5,181.5,175.645172,14110000
2016-12-08,184.0,185.5,183.0,185.5,179.516129,27257000
2016-12-09,186.0,186.0,184.5,186.0,180.0,24867000
2016-12-12,186.0,187.0,184.0,185.0,179.03225700000002,18796000
2016-12-13,186.5,186.5,184.5,186.0,180.0,23591000
2016-12-14,186.5,187.5,185.5,187.5,181.45161399999998,16571000
2016-12-15,185.0,187.5,184.5,187.0,180.96774299999998,22803000
2016-12-16,185.5,187.0,185.0,185.0,179.03225700000002,35985000
2016-12-19,184.0,184.5,182.5,182.5,176.612915,20535000
2016-12-20,181.0,182.5,180.0,182.5,176.612915,24139000
2016-12-21,181.0,182.0,180.0,180.0,174.193558,29690000
2016-12-22,180.0,180.5,179.0,179.0,173.22581499999998,26269000
2016-12-23,179.0,180.0,178.5,178.5,172.741943,22961000
2016-12-26,179.0,180.0,179.0,179.5,173.709686,5675000
2016-12-27,180.0,180.5,179.5,180.0,174.193558,8252000
2016-12-28,181.0,182.0,180.5,182.0,176.129044,21226000
2016-12-29,180.0,181.5,180.0,180.0,174.193558,30200000
2016-12-30,181.0,182.5,180.0,181.5,175.645172,36610000
2017-01-03,181.5,183.5,181.0,183.0,177.096786,22630000
2017-01-04,183.0,184.0,181.5,183.0,177.096786,24369000
2017-01-05,182.0,183.5,181.5,183.5,177.580658,20979000
2017-01-06,184.0,184.5,183.5,184.0,178.064514,22443000
2017-01-09,184.0,185.0,183.0,184.0,178.064514,18569000
2017-01-10,184.5,185.5,183.5,184.0,178.064514,20198000
